,State,Year,labor force,unemployment rate,All Ages SAIPE Poverty Universe,All Ages in Poverty Count,All Ages in Poverty Percent,Under Age 18 SAIPE Poverty Universe,Under Age 18 in Poverty Count,Under Age 18 in Poverty Percent,Ages 5 to 17 in Families SAIPE Poverty Universe,Ages 5 to 17 in Families in Poverty Count,Ages 5 to 17 in Families in Poverty Percent,Under Age 5 SAIPE Poverty Universe,Under Age 5 in Poverty Count,Under Age 5 in Poverty Percent,Median Household Income in Dollars
525,Idaho,1997,633725,5.1,1476757.0,159237.0,13.0,403446.0,61496.0,17.3,282340.5,37939.0,14.9,111065.0,20198.0,21.7,33612.0
526,Idaho,1998,649435,5.1,1251465.0,157351.0,12.6,365360.0,63682.0,17.4,261944.0,39373.0,15.0,97190.0,22053.0,22.7,35863.0
527,Idaho,1999,651207,4.9,1271849.0,154304.0,12.1,366841.0,61718.0,16.8,265667.0,37611.0,14.2,96858.0,21755.0,22.5,36656.0
528,Idaho,2000,659824,4.7,1293002.0,145043.0,11.2,367412.0,55830.0,15.2,260373.0,33578.0,12.9,98880.0,19048.0,19.3,37929.0
529,Idaho,2001,677665,5.1,1314960.0,151614.0,11.5,369614.0,56327.0,15.2,262217.0,33977.0,13.0,99554.0,19123.0,19.2,38459.0
530,Idaho,2002,684591,5.6,1340189.0,156519.0,11.7,369225.0,54964.0,14.9,263122.0,33780.0,12.8,99444.0,19172.0,19.3,38242.0
531,Idaho,2003,690005,5.6,1365507.0,160019.0,11.7,370512.0,58905.0,15.9,263016.0,35921.0,13.7,101548.0,20407.0,20.1,39859.0
532,Idaho,2004,703062,4.9,1403100.0,160788.0,11.5,373725.0,56562.0,15.1,262564.0,33487.0,12.8,105617.0,20202.0,19.1,40509.0
533,Idaho,2005,731670,4.0,1388737.0,186454.0,13.4,365660.0,62934.0,17.2,259953.0,39106.0,15.0,103647.0,21806.0,21.0,41269.0
534,Idaho,2006,747377,3.5,1431508.0,182933.0,12.8,387232.0,61771.0,16.0,273619.0,37915.0,13.9,110881.0,21276.0,19.2,42846.0
535,Idaho,2007,754438,3.1,1464464.0,177830.0,12.1,400558.0,63568.0,15.9,281584.0,39046.0,13.9,116544.0,22306.0,19.1,46136.0
536,Idaho,2008,755153,5.1,1489050.0,186015.0,12.5,406334.0,64361.0,15.8,283097.0,37696.0,13.3,119637.0,23738.0,19.8,47561.0
537,Idaho,2009,757131,8.8,1511955.0,217528.0,14.4,413595.0,76630.0,18.5,288326.0,47402.0,16.4,123377.0,27308.0,22.1,44644.0
538,Idaho,2010,761056,9.0,1541857.0,244009.0,15.8,423490.0,83752.0,19.8,301687.0,51930.0,17.2,119886.0,30059.0,25.1,43259.0
539,Idaho,2011,765178,8.3,1550079.0,256257.0,16.5,416976.0,89007.0,21.3,298517.0,57242.0,19.2,115727.0,29351.0,25.4,43345.0
540,Idaho,2012,769256,7.2,1565489.0,250203.0,16.0,420753.0,89672.0,21.3,304826.0,59158.0,19.4,114062.0,28783.0,25.2,45296.0
541,Idaho,2013,770833,6.1,1582907.0,246708.0,15.6,422898.0,81389.0,19.2,308637.0,56633.0,18.3,112376.0,22764.0,20.3,46621.0
542,Idaho,2014,779631,4.9,1603065.0,237604.0,14.8,424188.0,80668.0,19.0,312072.0,54061.0,17.3,110487.0,24774.0,22.4,47572.0
543,Idaho,2015,794675,4.2,1622106.0,238646.0,14.7,425224.0,75056.0,17.7,311499.0,49492.0,15.9,111249.0,23270.0,20.9,48311.0
544,Idaho,2016,812856,3.8,1652583.0,228037.0,13.8,431583.0,71836.0,16.6,315612.0,47196.0,15.0,113300.0,22375.0,19.7,51647.0
545,Idaho,2017,833462,3.2,1652583.0,228037.0,13.8,431583.0,71836.0,16.6,315612.0,47196.0,15.0,113300.0,22375.0,19.7,51647.0
546,Illinois,1976,5149989,6.6,12522301.5,1486115.0,12.275,3148244.5,557787.0,18.4,2259836.0,362791.0,16.8,869717.5,174886.0,20.7,47367.0
547,Illinois,1977,5281924,6.2,12522301.5,1486115.0,12.275,3148244.5,557787.0,18.4,2259836.0,362791.0,16.8,869717.5,174886.0,20.7,47367.0
548,Illinois,1978,5422862,6.0,12522301.5,1486115.0,12.275,3148244.5,557787.0,18.4,2259836.0,362791.0,16.8,869717.5,174886.0,20.7,47367.0
549,Illinois,1979,5448408,5.5,12522301.5,1486115.0,12.275,3148244.5,557787.0,18.4,2259836.0,362791.0,16.8,869717.5,174886.0,20.7,47367.0
550,Illinois,1980,5554539,8.2,12522301.5,1486115.0,12.275,3148244.5,557787.0,18.4,2259836.0,362791.0,16.8,869717.5,174886.0,20.7,47367.0
551,Illinois,1981,5592209,8.5,12522301.5,1486115.0,12.275,3148244.5,557787.0,18.4,2259836.0,362791.0,16.8,869717.5,174886.0,20.7,47367.0
552,Illinois,1982,5614249,11.4,12522301.5,1486115.0,12.275,3148244.5,557787.0,18.4,2259836.0,362791.0,16.8,869717.5,174886.0,20.7,47367.0
553,Illinois,1983,5603113,11.8,12522301.5,1486115.0,12.275,3148244.5,557787.0,18.4,2259836.0,362791.0,16.8,869717.5,174886.0,20.7,47367.0
554,Illinois,1984,5611290,9.0,12522301.5,1486115.0,12.275,3148244.5,557787.0,18.4,2259836.0,362791.0,16.8,869717.5,174886.0,20.7,47367.0
555,Illinois,1985,5672208,9.1,12522301.5,1486115.0,12.275,3148244.5,557787.0,18.4,2259836.0,362791.0,16.8,869717.5,174886.0,20.7,47367.0
556,Illinois,1986,5694686,8.3,12522301.5,1486115.0,12.275,3148244.5,557787.0,18.4,2259836.0,362791.0,16.8,869717.5,174886.0,20.7,47367.0
557,Illinois,1987,5756424,7.4,12522301.5,1486115.0,12.275,3148244.5,557787.0,18.4,2259836.0,362791.0,16.8,869717.5,174886.0,20.7,47367.0
558,Illinois,1988,5849194,6.7,12522301.5,1486115.0,12.275,3148244.5,557787.0,18.4,2259836.0,362791.0,16.8,869717.5,174886.0,20.7,47367.0
559,Illinois,1989,5994211,6.0,12522301.5,1348440.0,11.9,3148244.5,546684.0,18.4,2259836.0,348629.0,16.8,869717.5,181051.0,20.7,31846.0
560,Illinois,1990,5947011,6.1,12522301.5,1402652.5,12.275,3148244.5,570895.0,18.9,2259836.0,361437.5,17.225,869717.5,191526.5,21.4,32282.5
561,Illinois,1991,5944289,7.3,12522301.5,1456865.0,12.65,3148244.5,595106.0,19.4,2259836.0,374246.0,17.65,869717.5,202002.0,22.1,32719.0
562,Illinois,1992,6027916,7.9,12522301.5,1511077.5,13.025,3148244.5,619317.0,19.9,2259836.0,387054.5,18.075,869717.5,212477.5,22.8,33155.5
563,Illinois,1993,6072484,7.4,12522301.5,1565290.0,13.4,3148244.5,643528.0,20.4,2259836.0,399863.0,18.5,869717.5,222953.0,23.5,33592.0
564,Illinois,1994,6108648,5.8,12522301.5,1448497.0,12.350000000000001,3148244.5,618292.5,19.45,2259836.0,381327.0,17.3,869717.5,214104.0,22.8,35835.0
565,Illinois,1995,6174337,5.2,12522301.5,1331704.0,11.3,3148244.5,593057.0,18.5,2259836.0,362791.0,16.1,869717.5,205255.0,22.1,38078.0
566,Illinois,1996,6247845,5.3,12522301.5,1428275.0,12.0,3148244.5,591749.0,18.4,2259836.0,372098.0,16.6,869717.5,191336.0,20.9,39490.0
567,Illinois,1997,6300928,4.8,12522301.5,1353506.0,11.3,3148244.5,564675.0,17.5,2259836.0,366954.0,16.2,869717.5,170149.0,18.7,41179.0
568,Illinois,1998,6347005,4.4,12057888.0,1281425.0,10.6,3235571.0,498804.0,15.4,2310088.0,321423.0,13.9,886541.0,152657.0,17.2,43141.0
569,Illinois,1999,6467988,4.4,12198363.0,1236644.0,10.1,3210844.0,480853.0,15.0,2300811.0,312577.0,13.6,866769.0,150013.0,17.3,45214.0
570,Illinois,2000,6493466,4.3,12243210.0,1227886.0,10.0,3203066.0,466500.0,14.6,2294341.0,302163.0,13.2,865197.0,147441.0,17.0,46327.0
571,Illinois,2001,6457922,5.3,12324141.0,1247836.0,10.1,3208994.0,469832.0,14.6,2305114.0,314263.0,13.6,872666.0,137174.0,15.7,46991.0
572,Illinois,2002,6349239,6.5,12443493.0,1411869.0,11.3,3234154.0,494208.0,15.3,2300325.0,317920.0,13.8,887347.0,161558.0,18.2,44946.0
573,Illinois,2003,6300221,6.8,12477639.0,1426978.0,11.4,3235729.0,505048.0,15.6,2324659.0,333173.0,14.3,880251.0,154707.0,17.6,47367.0
574,Illinois,2004,6325447,6.2,12528129.0,1486115.0,11.9,3232895.0,539394.0,16.7,2322622.0,369244.0,15.9,887310.0,157174.0,17.7,47711.0
575,Illinois,2005,6397808,5.7,12400423.0,1484992.0,12.0,3188914.0,524897.0,16.5,2289880.0,341763.0,14.9,887240.0,172082.0,19.4,50270.0
576,Illinois,2006,6526273,4.5,12516474.0,1536133.0,12.3,3172098.0,539870.0,17.0,2283673.0,359381.0,15.7,875177.0,168290.0,19.2,52012.0
577,Illinois,2007,6665601,5.0,12541197.0,1496152.0,11.9,3158197.0,524318.0,16.6,2264334.0,348638.0,15.4,877385.0,161574.0,18.4,54141.0
578,Illinois,2008,6657227,6.3,12568180.0,1529235.0,12.2,3138292.0,531774.0,16.9,2247582.0,345496.0,15.4,880425.0,176645.0,20.1,56230.0
579,Illinois,2009,6618658,10.2,12574339.0,1671343.0,13.3,3132264.0,586040.0,18.7,2242179.0,392427.0,17.5,878839.0,183410.0,20.9,53974.0
580,Illinois,2010,6625321,10.4,12543476.0,1732129.0,13.8,3085434.0,599714.0,19.4,2255338.0,408636.0,18.1,820181.0,181600.0,22.1,52967.0
581,Illinois,2011,6586893,9.7,12566914.0,1871484.0,14.9,3055200.0,651430.0,21.3,2231514.0,443273.0,19.9,812299.0,198619.0,24.5,53271.0
582,Illinois,2012,6581867,9.0,12573692.0,1847371.0,14.7,3019220.0,621972.0,20.6,2207600.0,425733.0,19.3,800678.0,186178.0,23.3,55126.0
583,Illinois,2013,6549473,9.0,12576676.0,1841996.0,14.6,2975854.0,613204.0,20.6,2183649.0,427235.0,19.6,780845.0,174886.0,22.4,56212.0
584,Illinois,2014,6508356,7.1,12571810.0,1802337.0,14.3,2938448.0,591750.0,20.1,2153960.0,404950.0,18.8,772256.0,175611.0,22.7,57458.0
585,Illinois,2015,6507228,6.0,12559451.0,1702210.0,13.6,2915674.0,557787.0,19.1,2135326.0,382854.0,17.9,768706.0,163741.0,21.3,59590.0
586,Illinois,2016,6549991,5.8,12502043.0,1620974.0,13.0,2885947.0,512256.0,17.8,2120260.0,356538.0,16.8,754988.0,145710.0,19.3,60977.0
587,Illinois,2017,6492578,5.0,12502043.0,1620974.0,13.0,2885947.0,512256.0,17.8,2120260.0,356538.0,16.8,754988.0,145710.0,19.3,60977.0
588,Indiana,1976,2434546,6.1,6163801.5,679988.0,11.5,1559140.0,251349.25,16.6,1127912.0,157163.0,14.7,422528.5,84784.0,20.1,43217.0
589,Indiana,1977,2490170,5.8,6163801.5,679988.0,11.5,1559140.0,251349.25,16.6,1127912.0,157163.0,14.7,422528.5,84784.0,20.1,43217.0
590,Indiana,1978,2590145,5.6,6163801.5,679988.0,11.5,1559140.0,251349.25,16.6,1127912.0,157163.0,14.7,422528.5,84784.0,20.1,43217.0
591,Indiana,1979,2636428,6.5,6163801.5,679988.0,11.5,1559140.0,251349.25,16.6,1127912.0,157163.0,14.7,422528.5,84784.0,20.1,43217.0
592,Indiana,1980,2625544,9.6,6163801.5,679988.0,11.5,1559140.0,251349.25,16.6,1127912.0,157163.0,14.7,422528.5,84784.0,20.1,43217.0
593,Indiana,1981,2617959,9.9,6163801.5,679988.0,11.5,1559140.0,251349.25,16.6,1127912.0,157163.0,14.7,422528.5,84784.0,20.1,43217.0
594,Indiana,1982,2599391,12.0,6163801.5,679988.0,11.5,1559140.0,251349.25,16.6,1127912.0,157163.0,14.7,422528.5,84784.0,20.1,43217.0
595,Indiana,1983,2583412,11.2,6163801.5,679988.0,11.5,1559140.0,251349.25,16.6,1127912.0,157163.0,14.7,422528.5,84784.0,20.1,43217.0
596,Indiana,1984,2631866,8.6,6163801.5,679988.0,11.5,1559140.0,251349.25,16.6,1127912.0,157163.0,14.7,422528.5,84784.0,20.1,43217.0
597,Indiana,1985,2710413,7.8,6163801.5,679988.0,11.5,1559140.0,251349.25,16.6,1127912.0,157163.0,14.7,422528.5,84784.0,20.1,43217.0
598,Indiana,1986,2748410,6.9,6163801.5,679988.0,11.5,1559140.0,251349.25,16.6,1127912.0,157163.0,14.7,422528.5,84784.0,20.1,43217.0
599,Indiana,1987,2757863,6.2,6163801.5,679988.0,11.5,1559140.0,251349.25,16.6,1127912.0,157163.0,14.7,422528.5,84784.0,20.1,43217.0
600,Indiana,1988,2805683,5.2,6163801.5,679988.0,11.5,1559140.0,251349.25,16.6,1127912.0,157163.0,14.7,422528.5,84784.0,20.1,43217.0
601,Indiana,1989,2856099,4.9,6163801.5,560095.0,10.3,1559140.0,224746.0,15.3,1127912.0,141455.0,13.5,422528.5,72657.0,17.7,27769.0
602,Indiana,1990,2814608,5.3,6163801.5,590068.25,10.700000000000001,1559140.0,233613.75,15.8,1127912.0,146691.0,13.925,422528.5,77118.5,18.65,28590.5
603,Indiana,1991,2792829,6.0,6163801.5,620041.5,11.100000000000001,1559140.0,242481.5,16.3,1127912.0,151927.0,14.35,422528.5,81580.0,19.6,29412.0
604,Indiana,1992,2857384,6.6,6163801.5,650014.75,11.5,1559140.0,251349.25,16.8,1127912.0,157163.0,14.774999999999999,422528.5,86041.5,20.55,30233.5
605,Indiana,1993,2948307,5.4,6163801.5,679988.0,11.9,1559140.0,260217.0,17.3,1127912.0,162399.0,15.2,422528.5,90503.0,21.5,31055.0
606,Indiana,1994,3064328,4.9,6163801.5,625561.5,10.850000000000001,1559140.0,242217.5,16.0,1127912.0,151396.0,14.05,422528.5,81863.0,19.45,32711.5
607,Indiana,1995,3135172,4.6,6163801.5,571135.0,9.8,1559140.0,224218.0,14.7,1127912.0,140393.0,12.9,422528.5,73223.0,17.4,34368.0
608,Indiana,1996,3109669,4.1,6163801.5,543118.0,9.3,1559140.0,201160.0,13.0,1127912.0,118046.0,10.7,422528.5,68430.0,16.1,35502.0
609,Indiana,1997,3120608,3.5,6163801.5,583055.0,9.9,1559140.0,228246.0,14.8,1127912.0,144372.0,13.4,422528.5,66574.0,15.9,37909.0
610,Indiana,1998,3123160,3.1,5905936.0,588765.0,10.0,1557259.0,219858.0,14.1,1093080.0,137395.0,12.6,427920.0,66054.0,15.4,39719.0
611,Indiana,1999,3124851,3.0,5965230.0,517883.0,8.7,1557979.0,180690.0,11.6,1114166.0,111522.0,10.0,419475.0,58459.0,13.9,40654.0
612,Indiana,2000,3126379,3.1,5997637.0,529323.0,8.8,1571256.0,190403.0,12.1,1124237.0,112712.0,10.0,421892.0,67126.0,15.9,41511.0
613,Indiana,2001,3140899,4.2,6028841.0,543742.0,9.0,1586018.0,192843.0,12.2,1129487.0,115806.0,10.3,425839.0,65559.0,15.4,42073.0
614,Indiana,2002,3171168,5.2,6081423.0,585247.0,9.6,1594851.0,189829.0,11.9,1145852.0,120125.0,10.5,425472.0,61481.0,14.5,41973.0
615,Indiana,2003,3182988,5.3,6111108.0,609645.0,10.0,1590091.0,217420.0,13.7,1138790.0,129878.0,11.4,424295.0,76413.0,18.0,43323.0
616,Indiana,2004,3167797,5.4,6151698.0,683371.0,11.1,1595746.0,250998.0,15.7,1141287.0,155506.0,13.6,427456.0,84784.0,19.8,43217.0
617,Indiana,2005,3205436,5.5,6059456.0,736632.0,12.2,1561841.0,258976.0,16.6,1133245.0,166214.0,14.7,420117.0,84394.0,20.1,44051.0
618,Indiana,2006,3235110,5.0,6125594.0,768642.0,12.5,1546475.0,268729.0,17.4,1113030.0,169960.0,15.3,423165.0,89319.0,21.1,45414.0
619,Indiana,2007,3207687,4.6,6145054.0,755245.0,12.3,1549769.0,265192.0,17.1,1111954.0,166365.0,15.0,427607.0,89290.0,20.9,47422.0
620,Indiana,2008,3232097,5.9,6175905.0,799567.0,12.9,1549507.0,277503.0,17.9,1111855.0,176397.0,15.9,430010.0,94186.0,21.9,48010.0
621,Indiana,2009,3193989,10.3,6228213.0,895619.0,14.4,1560301.0,310140.0,19.9,1116468.0,196437.0,17.6,436905.0,107473.0,24.6,45427.0
622,Indiana,2010,3175192,10.4,6294427.0,960402.0,15.3,1576164.0,340700.0,21.6,1143084.0,224269.0,19.6,424068.0,107909.0,25.4,44616.0
623,Indiana,2011,3181991,9.1,6318952.0,1001053.0,15.8,1565769.0,353510.0,22.6,1135183.0,233507.0,20.6,419711.0,111020.0,26.5,46410.0
624,Indiana,2012,3169835,8.3,6342403.0,984948.0,15.5,1564255.0,345235.0,22.1,1139828.0,228022.0,20.0,416596.0,110112.0,26.4,46954.0
625,Indiana,2013,3188406,7.7,6367955.0,1008411.0,15.8,1551479.0,339807.0,21.9,1134360.0,226607.0,20.0,408867.0,105472.0,25.8,47508.0
626,Indiana,2014,3224871,6.0,6391497.0,968437.0,15.2,1545261.0,328349.0,21.2,1128089.0,217465.0,19.3,409190.0,103837.0,25.4,49384.0
627,Indiana,2015,3267121,4.8,6417433.0,924428.0,14.4,1545123.0,314486.0,20.4,1127735.0,211780.0,18.8,409307.0,95156.0,23.2,50510.0
628,Indiana,2016,3327139,4.4,6432851.0,899168.0,14.0,1541920.0,294900.0,19.1,1124168.0,201287.0,17.9,409548.0,85922.0,21.0,52289.0
629,Indiana,2017,3320409,3.5,6432851.0,899168.0,14.0,1541920.0,294900.0,19.1,1124168.0,201287.0,17.9,409548.0,85922.0,21.0,52289.0
630,Iowa,1976,1338074,4.0,2902572.0,305238.75,10.8,707190.5,104340.0,14.399999999999999,512472.5,64558.0,12.3,191124.5,32798.0,17.4,42278.0
631,Iowa,1977,1384889,3.9,2902572.0,305238.75,10.8,707190.5,104340.0,14.399999999999999,512472.5,64558.0,12.3,191124.5,32798.0,17.4,42278.0
632,Iowa,1978,1418036,3.9,2902572.0,305238.75,10.8,707190.5,104340.0,14.399999999999999,512472.5,64558.0,12.3,191124.5,32798.0,17.4,42278.0
633,Iowa,1979,1421489,4.2,2902572.0,305238.75,10.8,707190.5,104340.0,14.399999999999999,512472.5,64558.0,12.3,191124.5,32798.0,17.4,42278.0
634,Iowa,1980,1435156,6.0,2902572.0,305238.75,10.8,707190.5,104340.0,14.399999999999999,512472.5,64558.0,12.3,191124.5,32798.0,17.4,42278.0
635,Iowa,1981,1426591,6.6,2902572.0,305238.75,10.8,707190.5,104340.0,14.399999999999999,512472.5,64558.0,12.3,191124.5,32798.0,17.4,42278.0
636,Iowa,1982,1424383,8.5,2902572.0,305238.75,10.8,707190.5,104340.0,14.399999999999999,512472.5,64558.0,12.3,191124.5,32798.0,17.4,42278.0
637,Iowa,1983,1422636,8.1,2902572.0,305238.75,10.8,707190.5,104340.0,14.399999999999999,512472.5,64558.0,12.3,191124.5,32798.0,17.4,42278.0
638,Iowa,1984,1415875,7.0,2902572.0,305238.75,10.8,707190.5,104340.0,14.399999999999999,512472.5,64558.0,12.3,191124.5,32798.0,17.4,42278.0
639,Iowa,1985,1413046,7.5,2902572.0,305238.75,10.8,707190.5,104340.0,14.399999999999999,512472.5,64558.0,12.3,191124.5,32798.0,17.4,42278.0
640,Iowa,1986,1433643,6.8,2902572.0,305238.75,10.8,707190.5,104340.0,14.399999999999999,512472.5,64558.0,12.3,191124.5,32798.0,17.4,42278.0
641,Iowa,1987,1452988,5.5,2902572.0,305238.75,10.8,707190.5,104340.0,14.399999999999999,512472.5,64558.0,12.3,191124.5,32798.0,17.4,42278.0
642,Iowa,1988,1491110,4.5,2902572.0,305238.75,10.8,707190.5,104340.0,14.399999999999999,512472.5,64558.0,12.3,191124.5,32798.0,17.4,42278.0
643,Iowa,1989,1508708,4.2,2902572.0,283815.0,10.4,707190.5,111222.0,15.3,512472.5,69842.0,13.5,191124.5,35969.0,18.0,26169.0
644,Iowa,1990,1451750,4.4,2902572.0,290956.25,10.575,707190.5,111459.0,15.25,512472.5,69952.0,13.4,191124.5,36494.75,18.45,26843.5
645,Iowa,1991,1474789,4.7,2902572.0,298097.5,10.75,707190.5,111696.0,15.2,512472.5,70062.0,13.3,191124.5,37020.5,18.9,27518.0
646,Iowa,1992,1511801,4.5,2902572.0,305238.75,10.925,707190.5,111933.0,15.15,512472.5,70172.0,13.2,191124.5,37546.25,19.35,28192.5
647,Iowa,1993,1559713,4.0,2902572.0,312380.0,11.1,707190.5,112170.0,15.1,512472.5,70282.0,13.1,191124.5,38072.0,19.8,28867.0
648,Iowa,1994,1579261,3.5,2902572.0,294372.0,10.45,707190.5,106930.0,14.399999999999999,512472.5,66281.5,12.3,191124.5,36103.0,18.9,31151.5
649,Iowa,1995,1587051,3.4,2902572.0,276364.0,9.8,707190.5,101690.0,13.7,512472.5,62281.0,11.5,191124.5,34134.0,18.0,33436.0
650,Iowa,1996,1608348,3.5,2902572.0,269368.0,9.5,707190.5,93292.0,12.6,512472.5,56218.0,10.4,191124.5,29423.0,15.7,33721.0
651,Iowa,1997,1602935,3.1,2902572.0,280797.0,9.9,707190.5,100262.0,13.7,512472.5,64348.0,12.1,191124.5,28623.0,15.4,35427.0
652,Iowa,1998,1595942,2.7,2845329.0,270604.0,9.5,739423.0,101774.0,13.8,528968.0,63941.0,12.1,190024.0,30849.0,16.2,38159.0
653,Iowa,1999,1596414,2.6,2865354.0,243340.0,8.5,727757.0,79806.0,11.0,522571.0,46514.0,8.9,185830.0,27333.0,14.7,39537.0
654,Iowa,2000,1590453,2.6,2864222.0,237684.0,8.3,703991.0,75952.0,10.8,516425.0,45872.0,8.9,181497.0,25628.0,14.1,40443.0
655,Iowa,2001,1612964,3.3,2868973.0,236115.0,8.2,697555.0,68259.0,9.8,512866.0,41088.0,8.0,180681.0,23232.0,12.9,41216.0
656,Iowa,2002,1637909,4.0,2886448.0,262013.0,9.1,691508.0,75288.0,10.9,500894.0,47585.0,9.5,181172.0,23852.0,13.2,41052.0
657,Iowa,2003,1606798,4.5,2892343.0,263817.0,9.1,678387.0,83151.0,12.3,491964.0,49808.0,10.1,178350.0,28662.0,16.1,42278.0
658,Iowa,2004,1601788,4.5,2905637.0,304598.0,10.5,668632.0,87899.0,13.1,482261.0,53683.0,11.1,179370.0,29236.0,16.3,42865.0
659,Iowa,2005,1629764,4.3,2853598.0,308713.0,10.8,657621.0,91700.0,13.9,476685.0,57449.0,12.1,177651.0,30954.0,17.4,43610.0
660,Iowa,2006,1657584,3.7,2878433.0,315973.0,11.0,696074.0,96323.0,13.8,502995.0,59918.0,11.9,188416.0,31958.0,17.0,44560.0
661,Iowa,2007,1660677,3.7,2881771.0,316303.0,11.0,695509.0,95200.0,13.7,500413.0,58426.0,11.7,190977.0,32798.0,17.2,47324.0
662,Iowa,2008,1679293,4.2,2899767.0,331057.0,11.4,700634.0,99569.0,14.2,498284.0,59823.0,12.0,197143.0,35072.0,17.8,49007.0
663,Iowa,2009,1687411,6.4,2905377.0,342309.0,11.8,701002.0,109384.0,15.6,495294.0,64558.0,13.0,200099.0,40160.0,20.1,48065.0
664,Iowa,2010,1678281,6.0,2950202.0,368965.0,12.5,712652.0,115731.0,16.2,511131.0,72763.0,14.2,197934.0,39502.0,20.0,48031.0
665,Iowa,2011,1662376,5.5,2963596.0,376300.0,12.7,710854.0,121250.0,17.1,512079.0,78963.0,15.4,195692.0,39198.0,20.0,49545.0
666,Iowa,2012,1653141,5.0,2974222.0,377110.0,12.7,710390.0,114105.0,16.1,514519.0,73339.0,14.3,193065.0,37956.0,19.7,50997.0
667,Iowa,2013,1674190,4.7,2991661.0,377037.0,12.6,712692.0,114304.0,16.0,516865.0,77634.0,15.0,191326.0,32564.0,17.0,52286.0
668,Iowa,2014,1700756,4.2,3004852.0,368678.0,12.3,710872.0,110382.0,15.5,516120.0,74948.0,14.5,191272.0,31946.0,16.7,53816.0
669,Iowa,2015,1701317,3.8,3021824.0,366453.0,12.1,714884.0,106192.0,14.9,518932.0,71253.0,13.7,192728.0,31492.0,16.3,54843.0
670,Iowa,2016,1696113,3.6,3031272.0,354429.0,11.7,715118.0,104340.0,14.6,517681.0,67487.0,13.0,194522.0,33771.0,17.4,56354.0
671,Iowa,2017,1678549,3.1,3031272.0,354429.0,11.7,715118.0,104340.0,14.6,517681.0,67487.0,13.0,194522.0,33771.0,17.4,56354.0
672,Kansas,1976,1071376,4.2,2702804.5,297733.0,11.5,700097.5,105136.0,15.4,505225.0,67810.0,13.4,190730.5,36240.0,18.7,42104.0
673,Kansas,1977,1105749,3.9,2702804.5,297733.0,11.5,700097.5,105136.0,15.4,505225.0,67810.0,13.4,190730.5,36240.0,18.7,42104.0
674,Kansas,1978,1139699,3.1,2702804.5,297733.0,11.5,700097.5,105136.0,15.4,505225.0,67810.0,13.4,190730.5,36240.0,18.7,42104.0
675,Kansas,1979,1169991,3.2,2702804.5,297733.0,11.5,700097.5,105136.0,15.4,505225.0,67810.0,13.4,190730.5,36240.0,18.7,42104.0
676,Kansas,1980,1187425,4.4,2702804.5,297733.0,11.5,700097.5,105136.0,15.4,505225.0,67810.0,13.4,190730.5,36240.0,18.7,42104.0
677,Kansas,1981,1187080,4.3,2702804.5,297733.0,11.5,700097.5,105136.0,15.4,505225.0,67810.0,13.4,190730.5,36240.0,18.7,42104.0
678,Kansas,1982,1193568,6.3,2702804.5,297733.0,11.5,700097.5,105136.0,15.4,505225.0,67810.0,13.4,190730.5,36240.0,18.7,42104.0
679,Kansas,1983,1188919,5.9,2702804.5,297733.0,11.5,700097.5,105136.0,15.4,505225.0,67810.0,13.4,190730.5,36240.0,18.7,42104.0
680,Kansas,1984,1203358,4.9,2702804.5,297733.0,11.5,700097.5,105136.0,15.4,505225.0,67810.0,13.4,190730.5,36240.0,18.7,42104.0
681,Kansas,1985,1228017,5.1,2702804.5,297733.0,11.5,700097.5,105136.0,15.4,505225.0,67810.0,13.4,190730.5,36240.0,18.7,42104.0
682,Kansas,1986,1241711,5.3,2702804.5,297733.0,11.5,700097.5,105136.0,15.4,505225.0,67810.0,13.4,190730.5,36240.0,18.7,42104.0
683,Kansas,1987,1262821,4.8,2702804.5,297733.0,11.5,700097.5,105136.0,15.4,505225.0,67810.0,13.4,190730.5,36240.0,18.7,42104.0
684,Kansas,1988,1276496,4.5,2702804.5,297733.0,11.5,700097.5,105136.0,15.4,505225.0,67810.0,13.4,190730.5,36240.0,18.7,42104.0
685,Kansas,1989,1284372,4.2,2702804.5,262486.0,10.8,700097.5,105136.0,15.7,505225.0,64214.0,13.7,190730.5,35207.0,18.1,26924.0
686,Kansas,1990,1272519,4.3,2702804.5,273927.75,11.15,700097.5,108135.5,15.95,505225.0,66505.75,13.95,190730.5,36240.0,18.725,27579.0
687,Kansas,1991,1279949,4.4,2702804.5,285369.5,11.5,700097.5,111135.0,16.2,505225.0,68797.5,14.2,190730.5,37273.0,19.35,28234.0
688,Kansas,1992,1308836,4.5,2702804.5,296811.25,11.85,700097.5,114134.5,16.45,505225.0,71089.25,14.45,190730.5,38306.0,19.975,28889.0
689,Kansas,1993,1333092,5.0,2702804.5,308253.0,12.2,700097.5,117134.0,16.7,505225.0,73381.0,14.7,190730.5,39339.0,20.6,29544.0
690,Kansas,1994,1348851,4.9,2702804.5,294612.0,11.6,700097.5,110854.0,15.8,505225.0,69690.0,13.85,190730.5,36316.5,19.3,30829.0
691,Kansas,1995,1349748,4.4,2702804.5,280971.0,11.0,700097.5,104574.0,14.9,505225.0,65999.0,13.0,190730.5,33294.0,18.0,32114.0
692,Kansas,1996,1358124,4.3,2702804.5,277256.0,10.8,700097.5,100894.0,14.3,505225.0,62458.0,12.2,190730.5,32673.0,17.7,33610.0
