,year,state,ev_r,ev_d,population,total_vap,total_reg,total_vote,perc_vap,perc_reg,d_placed,r_placed,perc_margin,vote_perc_d,vote_perc_r,vote_perc_t,vote_perc_o,electoral,governor,con_house_d,con_house_r,con_sen_d,con_sen_r,leg_house_d,leg_house_r,leg_sen_d,leg_sen_r
455,1984,maryland,10,0,4365282.0,3260000.0,2253150.0,1675873,51.4,74.4,2,1,5.49,47.02,52.51,0.0,0.48,R,D,7,1,0,0,124,17,41,6
456,1984,massachusetts,13,0,5840782.0,4443000.0,3253785.0,2559453,57.6,78.7,2,1,2.79,48.43,51.22,0.0,0.35,E,D,10,1,2,0,131,29,33,7
457,1984,minnesota,0,10,4157708.0,3058000.0,2893049.0,2084449,68.2,72.1,1,2,0.18,49.72,49.54,0.0,0.74,D,Rudy Perpich (DFL),5,3,0,2,76,0,42,0
458,1984,mississippi,7,0,2578030.0,1802000.0,1669539.0,940192,52.2,56.3,2,1,24.39,37.46,61.85,0.0,0.69,R,D,3,2,1,1,116,6,49,3
459,1984,missouri,11,0,4975276.0,3708000.0,2969300.0,2122771,57.2,71.5,2,1,20.05,39.98,60.02,0.0,0.0,R,R,6,3,0,1,110,53,22,12
460,1984,missouri,11,0,4975276.0,3708000.0,2969300.0,2122771,57.2,71.5,2,1,20.05,39.98,60.02,0.0,0.0,R,R,6,3,0,1,110,53,22,12
461,1984,montana,4,0,820868.0,591000.0,526841.0,384377,65.0,73.0,2,1,22.3,38.18,60.47,0.0,1.35,R,D,1,1,2,0,55,45,24,26
462,1984,nebraska,5,0,1588598.0,1172000.0,902626.0,652090,55.6,72.2,2,1,41.74,28.81,70.55,0.0,0.64,R,D,0,3,2,0,0,0,0,0
463,1984,nevada,4,0,924917.0,691000.0,356405.0,286667,41.5,80.4,2,1,33.88,31.97,65.85,0.0,2.18,R,D,1,1,0,2,22,20,17,4
464,1984,new hampshire,4,0,976879.0,734000.0,543790.0,388954,53.0,71.5,2,1,37.71,30.95,68.66,0.0,0.39,R,R,2,2,0,2,158,242,9,15
465,1984,new jersey,16,0,7515486.0,5687000.0,4072639.0,3217862,56.6,79.0,2,1,20.89,39.2,60.09,0.0,0.71,R,R,9,5,2,0,0,0,23,17
466,1984,new mexico,5,0,1416763.0,1002000.0,650929.0,514370,51.3,79.0,2,1,20.48,39.23,59.7,0.0,1.07,R,D,1,2,1,1,47,23,23,19
467,1984,new york,36,0,17745710.0,13301000.0,9044208.0,6806810,51.2,75.3,2,1,8.01,45.83,53.84,0.0,0.33,R,D,20,14,1,1,98,52,26,35
468,1984,north carolina,13,0,6164036.0,4593000.0,3270933.0,2175361,47.4,66.5,2,1,24.0,37.89,61.9,0.0,0.21,R,E,9,2,0,2,102,18,44,6
469,1984,north dakota,3,0,680484.0,493000.0,6510583.846153846,308971,62.7,75.29999999999998,2,1,31.04,33.8,64.84,0.0,1.36,R,R,0,0,1,1,55,51,21,32
470,1984,ohio,23,0,10737767.0,7841000.0,6332454.0,4547619,58.0,71.8,2,1,18.76,40.14,58.9,0.0,0.96,R,D,10,11,2,0,62,37,17,16
471,1984,oklahoma,8,0,3285581.0,2408000.0,1949989.0,1255676,52.1,64.4,2,1,37.94,30.67,68.61,0.0,0.72,R,D,5,1,1,1,76,25,34,14
472,1984,oregon,7,0,2666598.0,1984000.0,1608693.0,1226527,61.8,76.2,2,1,12.17,43.74,55.91,0.0,0.35,R,R,3,2,0,2,36,24,21,9
473,1984,oregon,7,0,2666598.0,1984000.0,1608693.0,1226527,61.8,76.2,2,1,12.17,43.74,55.91,0.0,0.35,R,R,3,2,0,2,36,24,21,9
474,1984,pennsylvania,25,0,11815214.0,8975000.0,6193702.0,4844903,54.0,78.2,2,1,7.35,45.99,53.34,0.0,0.67,R,R,13,10,0,2,103,100,23,27
475,1984,rhode island,4,0,961898.0,735000.0,542216.0,410492,55.8,75.7,2,1,3.65,48.02,51.66,0.0,0.32,R,D,1,1,1,1,86,14,29,21
476,1984,south carolina,8,0,3271923.0,2382000.0,1394675.0,968540,40.7,69.4,2,1,27.99,35.57,63.55,0.0,0.88,R,D,3,3,1,1,105,19,39,7
477,1984,south dakota,3,0,697207.0,508000.0,442790.0,317867,62.6,71.8,2,1,26.47,36.53,63.0,0.0,0.47,R,R,1,0,0,2,18,52,9,26
478,1984,tennessee,11,0,4686803.0,3490000.0,2579504.0,1711993,49.1,66.4,2,1,16.27,41.57,57.84,0.0,0.59,R,R,6,3,1,1,60,38,22,11
479,1984,texas,29,0,16007171.0,11436000.0,7900167.0,5397571,47.2,68.3,2,1,27.5,36.11,63.61,0.0,0.28,R,D,21,6,1,1,113,37,26,5
480,1984,utah,5,0,1622339.0,1023000.0,840416.0,629656,61.5,74.9,2,1,49.83,24.68,74.5,0.0,0.82,R,D,0,3,0,2,16,59,5,24
481,1984,vermont,3,0,526662.0,392000.0,333778.0,234561,59.8,70.3,2,1,17.11,40.81,57.92,0.0,1.26,R,R,0,1,1,1,65,84,13,17
482,1984,virginia,12,0,5643937.0,4235000.0,2675641.0,2146635,50.7,80.2,2,1,25.19,37.09,62.29,0.0,0.62,R,D,4,6,0,2,65,34,32,8
483,1984,washington,10,0,4343670.0,3228000.0,2457667.0,1883910,58.4,76.7,2,1,12.97,42.86,55.82,0.0,1.32,R,R,5,3,0,2,53,45,26,23
484,1984,wyoming,3,0,504891.0,354000.0,239974.0,188968,53.4,78.7,2,1,42.27,28.24,70.51,0.0,1.25,R,D,0,1,0,2,25,38,11,19
485,1980,alabama,9,0,3894025.0,2757000.0,2142139.0,1341929,48.7,62.6,2,1,1.3,47.45,48.75,1.23,2.57,R,D,4,3,2,0,101,4,35,0
486,1980,alaska,3,0,401851.0,277000.0,258742.0,158445,57.2,61.2,2,1,27.94,26.41,54.35,7.04,12.2,R,R,0,1,1,1,25,14,9,11
487,1980,arizona,6,0,2716546.0,1970000.0,1121169.0,873945,44.4,77.9,2,1,32.36,28.24,60.61,8.81,2.34,R,D,2,2,1,1,18,42,14,16
488,1980,arkansas,6,0,2286357.0,1628000.0,1188902.0,837582,51.4,70.5,2,1,0.61,47.52,48.13,2.68,1.66,R,D,2,2,0,0,94,6,35,0
489,1980,california,45,0,23667765.0,17548000.0,11361623.0,8587063,48.9,75.6,2,1,16.78,35.91,52.69,8.62,2.78,R,D,25,18,1,0,50,30,26,14
490,1980,colorado,7,0,2889735.0,2123000.0,1434571.0,1184415,55.8,82.6,2,1,24.0,31.07,55.07,11.03,2.83,R,D,3,2,1,1,27,38,13,22
491,1980,connecticut,8,0,3107564.0,2304000.0,1719108.0,1406285,61.0,81.8,2,1,9.63,38.52,48.16,12.22,1.1,R,D,5,1,1,1,103,48,26,10
492,1980,connecticut,8,0,3107564.0,2304000.0,1719108.0,1406285,61.0,81.8,2,1,9.63,38.52,48.16,12.22,1.1,R,D,5,1,1,1,103,48,26,10
493,1980,delaware,3,0,594338.0,432000.0,300600.0,235668,54.6,78.4,2,1,2.33,44.87,47.21,6.91,1.01,R,R,0,1,1,1,21,20,13,8
494,1980,d.c.,0,3,638432.0,495000.0,288837.0,173889,35.1,60.2,1,2,61.49,74.89,13.41,9.28,2.42,D,D,1,0,0,0,0,0,0,0
495,1980,florida,17,0,9746961.0,7578000.0,4809721.0,3687026,48.7,76.7,2,1,17.02,38.5,55.52,5.14,0.84,R,D,12,3,2,0,89,31,29,11
496,1980,georgia,0,12,5462982.0,3870000.0,2466786.0,1597467,41.3,64.8,1,2,14.81,55.76,40.95,2.26,1.03,D,D,9,1,2,0,160,20,51,5
497,1980,hawaii,0,4,964691.0,697000.0,402795.0,303287,43.5,75.3,1,2,1.9,44.8,42.9,10.56,1.74,D,D,2,0,0,0,42,9,18,7
498,1980,idaho,4,0,944127.0,646000.0,581006.0,437431,67.7,75.3,2,1,41.27,25.19,66.46,6.19,2.17,R,D,0,2,1,1,20,50,16,19
499,1980,illinois,26,0,11427409.0,8235000.0,6230332.0,4749721,57.7,76.2,2,1,7.93,41.72,49.65,7.3,1.34,R,R,10,14,1,1,88,88,32,27
500,1980,indiana,13,0,5490214.0,3892000.0,2944311.0,2242033,57.6,76.1,2,1,18.35,37.65,56.01,4.98,1.36,R,R,7,4,1,1,46,54,21,29
501,1980,iowa,8,0,2913808.0,2099000.0,1746725.0,1317661,62.8,75.4,2,1,12.7,38.6,51.31,8.78,1.32,R,R,3,3,1,1,43,57,22,28
502,1980,kansas,7,0,2364236.0,1730000.0,1290539.0,979795,56.6,75.9,2,1,24.56,33.29,57.85,6.96,1.9,R,D,1,4,0,2,56,69,19,21
503,1980,kentucky,9,0,3660324.0,2596000.0,1824469.0,1294627,49.9,71.0,2,1,1.46,47.61,49.07,2.4,0.91,R,D,4,3,2,0,75,25,30,8
504,1980,louisiana,10,0,4206116.0,2919000.0,2015402.0,1548591,53.1,76.8,2,1,5.45,45.75,51.2,1.7,1.35,R,R,5,3,2,0,95,10,39,0
505,1980,maine,4,0,1125043.0,811000.0,759978.0,523011,64.5,68.8,2,1,3.36,42.25,45.61,10.2,1.95,R,D,0,2,0,0,77,73,13,19
506,1980,maryland,0,10,4216933.0,3080000.0,2064883.0,1540496,50.0,74.6,1,2,2.96,47.14,44.18,7.76,0.92,D,D,6,2,0,1,125,16,40,7
507,1980,massachusetts,14,0,5737093.0,4278000.0,3156672.0,2524298,59.0,80.0,2,1,0.15,41.75,41.9,15.15,1.2,E,D,10,2,2,0,128,30,34,6
508,1980,minnesota,0,10,4075970.0,2933000.0,2812855.0,2051953,70.0,72.9,1,2,3.94,46.5,42.56,8.53,2.41,D,Al Quie (IR),4,4,0,2,68,0,45,0
509,1980,mississippi,7,0,2520770.0,1723000.0,1485539.0,892620,51.8,60.1,2,1,1.32,48.09,49.42,1.35,1.14,R,D,3,2,1,1,116,6,48,4
510,1980,missouri,12,0,4916766.0,3578000.0,2845023.0,2099824,58.7,73.8,2,1,6.81,44.35,51.16,3.71,0.79,R,D,8,2,1,0,116,47,23,11
511,1980,montana,4,0,786690.0,560000.0,496402.0,363952,65.0,73.3,2,1,24.39,32.43,56.82,8.05,2.7,R,D,1,1,2,0,55,45,24,26
512,1980,nebraska,5,0,1569825.0,1133000.0,856182.0,640854,56.6,74.9,2,1,39.49,26.04,65.53,7.02,1.42,R,R,1,2,2,0,0,0,0,0
513,1980,nevada,3,0,800508.0,602000.0,297318.0,247885,41.2,83.4,2,1,35.64,26.89,62.54,7.12,3.45,R,R,1,0,1,1,26,14,15,5
514,1980,new hampshire,4,0,920610.0,672000.0,551432.0,383999,57.1,69.6,2,1,29.39,28.35,57.74,12.94,0.97,R,D,2,2,1,1,175,225,12,12
515,1980,new jersey,17,0,7365011.0,5422000.0,3761428.0,2975684,54.9,79.1,2,1,13.42,38.56,51.97,7.88,1.58,R,D,10,5,2,0,0,0,26,14
516,1980,new mexico,4,0,1303302.0,900000.0,652687.0,456237,50.7,69.9,2,1,18.18,36.78,54.97,6.46,1.79,R,D,1,1,0,2,30,3,32,10
517,1980,new york,41,0,17558165.0,12933000.0,7897555.0,6201959,48.0,78.5,2,1,2.67,43.99,46.66,7.54,1.81,R,D,26,13,1,1,86,64,25,35
518,1980,north carolina,13,0,5880095.0,4274000.0,2774844.0,1855833,43.4,66.9,2,1,2.12,47.18,49.3,2.85,0.67,D,E,9,2,1,1,105,15,45,5
519,1980,north dakota,3,0,652717.0,467000.0,6510583.846153846,301545,64.6,75.29999999999998,2,1,37.97,26.26,64.23,7.84,1.67,R,Arthur A. Link (D-NPL),0,1,1,1,29,71,15,35
520,1980,ohio,25,0,10797603.0,7744000.0,5962864.0,4283603,55.3,71.8,2,1,10.6,40.91,51.51,5.94,1.64,R,R,10,13,2,0,63,36,18,15
521,1980,oklahoma,8,0,3025487.0,2207000.0,1469320.0,1149708,52.1,78.2,2,1,25.53,34.97,60.5,3.33,1.2,R,D,5,1,1,1,75,26,39,9
522,1980,oregon,6,0,2633156.0,1929000.0,1569222.0,1181516,61.3,75.3,2,1,9.66,38.67,48.33,9.51,3.49,R,R,4,0,0,2,34,26,23,7
523,1980,oregon,6,0,2633156.0,1929000.0,1569222.0,1181516,61.3,75.3,2,1,9.66,38.67,48.33,9.51,3.49,R,R,4,0,0,2,34,26,23,7
524,1980,pennsylvania,27,0,11864720.0,8787000.0,5754287.0,4561501,51.9,79.3,2,1,7.11,42.48,49.59,6.42,1.52,R,R,15,10,0,2,101,102,28,22
525,1980,rhode island,0,4,947154.0,710000.0,547469.0,416072,58.6,76.0,1,2,10.47,47.67,37.2,14.38,0.75,D,D,2,0,1,1,84,16,45,5
526,1980,south carolina,8,0,3120729.0,2215000.0,1235521.0,890083,40.2,72.0,2,1,1.53,48.04,49.57,1.59,0.81,D,D,4,2,1,1,108,16,42,4
527,1980,south dakota,4,0,690768.0,488000.0,447508.0,327703,67.2,73.2,2,1,28.83,31.69,60.53,6.54,1.24,R,R,1,1,1,1,22,48,11,24
528,1980,tennessee,10,0,4591023.0,3323000.0,2358809.0,1617616,48.7,68.6,2,1,0.29,48.41,48.7,2.22,0.67,R,R,5,3,1,1,60,38,20,12
529,1980,texas,26,0,14225513.0,10130000.0,6639661.0,4541637,44.8,68.4,2,1,13.86,41.42,55.28,2.46,0.84,R,R,20,4,1,1,127,23,27,4
530,1980,utah,4,0,1461037.0,935000.0,781711.0,604222,64.6,77.3,2,1,52.2,20.57,72.77,5.01,1.65,R,D,1,1,0,2,24,51,10,19
531,1980,vermont,3,0,511456.0,370000.0,311919.0,213207,57.6,68.4,2,1,5.96,38.41,44.37,14.9,2.33,R,R,0,1,1,1,69,79,10,20
532,1980,virginia,12,0,5346797.0,3930000.0,2309181.0,1866032,47.5,80.8,2,1,12.72,40.31,53.03,5.11,1.55,R,R,4,6,0,1,74,25,31,9
533,1980,washington,9,0,4132353.0,3040000.0,2236603.0,1742394,57.3,77.9,2,1,12.34,37.32,49.66,10.62,2.4,R,D,6,1,2,0,49,49,30,19
534,1980,wyoming,3,0,469557.0,332000.0,219423.0,176713,53.2,80.5,2,1,34.67,27.97,62.64,6.83,2.55,R,D,0,1,0,2,20,42,11,19
